url_length,content_length,mal,special_chars,charsets,server,IP,type
87,-1,1,17,-1,-1,-1,defacment
66,,1,9,-1,Apache,-1,defacment
80,-1,1,16,-1,-1,-1,defacment
146,-1,1,24,-1,-1,-1,defacment
72,-1,1,13,-1,-1,-1,defacment
89,-1,1,18,-1,-1,-1,defacment
48,-1,1,10,-1,-1,-1,defacment
41,-1,1,7,-1,-1,-1,defacment
63,-1,1,10,-1,-1,-1,defacment
75,-1,1,12,-1,-1,-1,defacment
30,-1,1,7,-1,-1,-1,defacment
98,68296,1,18,-1,nginx,-1,defacment
90,-1,1,17,-1,-1,-1,defacment
173,-1,1,27,-1,-1,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
67,,1,11,-1,openresty,-1,defacment
51,-1,1,9,-1,-1,-1,defacment
110,-1,1,22,-1,-1,-1,defacment
74,-1,1,9,-1,-1,-1,defacment
31,-1,1,6,-1,-1,-1,defacment
88,,1,18,-1,Apache,-1,defacment
49,-1,1,9,-1,-1,-1,defacment
107,-1,1,22,-1,-1,-1,defacment
73,-1,1,15,-1,-1,-1,defacment
28,-1,1,6,-1,-1,-1,defacment
67,-1,1,11,-1,-1,-1,defacment
79,-1,1,17,-1,-1,-1,defacment
59,-1,1,9,-1,-1,-1,defacment
106,,1,20,-1,Apache,-1,defacment
146,-1,1,23,-1,-1,-1,defacment
87,-1,1,19,-1,-1,-1,defacment
119,-1,1,25,-1,-1,-1,defacment
76,-1,1,9,-1,-1,-1,defacment
36,-1,1,7,-1,-1,-1,defacment
51,-1,1,8,-1,-1,-1,defacment
102,-1,1,18,-1,-1,-1,defacment
91,-1,1,17,-1,-1,-1,defacment
33,-1,1,8,-1,-1,-1,defacment
75,,1,11,-1,Apache,-1,defacment
118,-1,1,16,-1,-1,-1,defacment
59,-1,1,8,-1,-1,-1,defacment
34,-1,1,7,-1,-1,-1,defacment
119,-1,1,21,-1,-1,-1,defacment
25,-1,1,7,-1,-1,-1,defacment
153,,1,35,-1,nginx,-1,defacment
98,,1,15,-1,nginx,-1,defacment
82,-1,1,17,-1,-1,-1,defacment
53,-1,1,10,-1,-1,-1,defacment
87,-1,1,18,-1,-1,-1,defacment
53,-1,1,12,-1,-1,-1,defacment
58,91947,1,12,-1,nginx,-1,defacment
79,140913,1,17,-1,Microsoft-IIS/10.0,-1,defacment
59,-1,1,12,-1,-1,-1,defacment
96,-1,1,16,-1,-1,-1,defacment
77,-1,1,13,-1,-1,-1,defacment
145,-1,1,25,-1,-1,-1,defacment
64,-1,1,11,-1,-1,-1,defacment
34,7865,1,7,-1,Microsoft-IIS/8.5,-1,defacment
44,-1,1,7,-1,-1,-1,defacment
99,-1,1,18,-1,-1,-1,defacment
148,-1,1,16,-1,-1,-1,defacment
59,794,1,13,-1,nginx,-1,defacment
102,-1,1,19,-1,-1,-1,defacment
46,-1,1,9,-1,-1,-1,defacment
144,-1,1,25,-1,-1,-1,defacment
117,-1,1,21,-1,-1,-1,defacment
224,-1,1,18,-1,-1,-1,defacment
105,-1,1,19,-1,-1,-1,defacment
90,,1,17,-1,o2switch-PowerBoost-v3,-1,defacment
54,-1,1,10,-1,-1,-1,defacment
178,,1,14,-1,aruba-proxy,-1,defacment
91,-1,1,17,-1,-1,-1,defacment
59,-1,1,11,-1,-1,-1,defacment
81,-1,1,13,-1,-1,-1,defacment
218,-1,1,13,-1,-1,-1,defacment
43,-1,1,7,-1,-1,-1,defacment
96,-1,1,18,-1,-1,-1,defacment
65,-1,1,12,-1,-1,-1,defacment
31,-1,1,7,-1,-1,-1,defacment
106,-1,1,21,-1,-1,-1,defacment
48,-1,1,8,-1,-1,-1,defacment
130,-1,1,21,-1,-1,-1,defacment
68,-1,1,13,-1,-1,-1,defacment
37,-1,1,6,-1,-1,-1,defacment
85,-1,1,15,-1,-1,-1,defacment
64,-1,1,14,-1,-1,-1,defacment
91,-1,1,15,-1,-1,-1,defacment
84,,1,15,-1,Apache,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
100,-1,1,22,-1,-1,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
150,,1,24,-1,Apache,-1,defacment
41,-1,1,9,-1,-1,-1,defacment
144,-1,1,30,-1,-1,-1,defacment
60,-1,1,15,-1,-1,-1,defacment
71,-1,1,12,-1,-1,-1,defacment
86,-1,1,18,-1,-1,-1,defacment
98,1333,1,18,-1,,-1,defacment
44,-1,1,9,-1,-1,-1,defacment
145,-1,1,25,-1,-1,-1,defacment
61,-1,1,12,-1,-1,-1,defacment
44,-1,1,9,-1,-1,-1,defacment
101,,1,20,-1,Apache,-1,defacment
85,,1,17,-1,o2switch-PowerBoost-v3,-1,defacment
269,-1,1,15,-1,-1,-1,defacment
106,-1,1,21,-1,-1,-1,defacment
56,,1,12,-1,nginx,-1,defacment
148,,1,27,-1,Apache,-1,defacment
32,,1,7,-1,Apache,-1,defacment
68,-1,1,10,-1,-1,-1,defacment
55,-1,1,9,-1,-1,-1,defacment
97,,1,14,-1,Apache,-1,defacment
41,-1,1,7,-1,-1,-1,defacment
111,-1,1,19,-1,-1,-1,defacment
88,,1,16,-1,LiteSpeed,-1,defacment
113,-1,1,17,-1,-1,-1,defacment
33,-1,1,7,-1,-1,-1,defacment
46,-1,1,10,-1,-1,-1,defacment
135,-1,1,26,-1,-1,-1,defacment
120,-1,1,20,-1,-1,-1,defacment
112,-1,1,20,-1,-1,-1,defacment
71,-1,1,13,-1,-1,-1,defacment
154,30408,1,29,-1,Microsoft-IIS/8.5,-1,defacment
91,-1,1,17,-1,-1,-1,defacment
94,,1,17,-1,Apache,-1,defacment
90,,1,18,-1,nginx,-1,defacment
89,-1,1,16,-1,-1,-1,defacment
72,-1,1,11,-1,-1,-1,defacment
77,-1,1,15,-1,-1,-1,defacment
42,-1,1,8,-1,-1,-1,defacment
47,,1,9,-1,nginx,-1,defacment
91,-1,1,15,-1,-1,-1,defacment
75,-1,1,13,-1,-1,-1,defacment
36,-1,1,7,-1,-1,-1,defacment
85,,1,16,-1,nginx,-1,defacment
84,-1,1,18,-1,-1,-1,defacment
63,-1,1,10,-1,-1,-1,defacment
67,-1,1,13,-1,-1,-1,defacment
99,-1,1,19,-1,-1,-1,defacment
67,-1,1,14,-1,-1,-1,defacment
87,-1,1,16,-1,-1,-1,defacment
102,-1,1,20,-1,-1,-1,defacment
81,-1,1,15,-1,-1,-1,defacment
31,-1,1,6,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
231,,1,46,-1,nginx,-1,defacment
42,-1,1,8,-1,-1,-1,defacment
144,-1,1,25,-1,-1,-1,defacment
144,-1,1,27,-1,-1,-1,defacment
130,-1,1,25,-1,-1,-1,defacment
138,,1,23,-1,LiteSpeed,-1,defacment
44,-1,1,7,-1,-1,-1,defacment
53,-1,1,9,-1,-1,-1,defacment
58,-1,1,11,-1,-1,-1,defacment
86,-1,1,15,-1,-1,-1,defacment
62,-1,1,12,-1,-1,-1,defacment
68,-1,1,12,-1,-1,-1,defacment
65,-1,1,11,-1,-1,-1,defacment
73,-1,1,9,-1,-1,-1,defacment
114,-1,1,18,-1,-1,-1,defacment
75,-1,1,12,-1,-1,-1,defacment
98,-1,1,19,-1,-1,-1,defacment
92,,1,18,-1,nginx,-1,defacment
147,-1,1,29,-1,-1,-1,defacment
30,-1,1,7,-1,-1,-1,defacment
57,-1,1,11,-1,-1,-1,defacment
97,-1,1,19,-1,-1,-1,defacment
93,-1,1,18,-1,-1,-1,defacment
107,-1,1,22,-1,-1,-1,defacment
208,-1,1,17,-1,-1,-1,defacment
47,-1,1,10,-1,-1,-1,defacment
90,-1,1,18,-1,-1,-1,defacment
50,-1,1,8,-1,-1,-1,defacment
40,-1,1,7,-1,-1,-1,defacment
141,-1,1,24,-1,-1,-1,defacment
34,-1,1,8,-1,-1,-1,defacment
117,-1,1,23,-1,-1,-1,defacment
67,-1,1,11,-1,-1,-1,defacment
56,-1,1,10,-1,-1,-1,defacment
100,,1,18,-1,nginx,-1,defacment
160,-1,1,29,-1,-1,-1,defacment
38,-1,1,6,-1,-1,-1,defacment
34,-1,1,8,-1,-1,-1,defacment
67,-1,1,11,-1,-1,-1,defacment
66,-1,1,13,-1,-1,-1,defacment
128,,1,32,-1,Apache,-1,defacment
62,-1,1,9,-1,-1,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
180,-1,1,30,-1,-1,-1,defacment
94,-1,1,18,-1,-1,-1,defacment
55,-1,1,12,-1,-1,-1,defacment
147,,1,27,-1,LiteSpeed,-1,defacment
92,-1,1,18,-1,-1,-1,defacment
44,-1,1,7,-1,-1,-1,defacment
196,-1,1,29,-1,-1,-1,defacment
58,-1,1,12,-1,-1,-1,defacment
73,-1,1,13,-1,-1,-1,defacment
123,-1,1,21,-1,-1,-1,defacment
37,-1,1,7,-1,-1,-1,defacment
125,-1,1,20,-1,-1,-1,defacment
90,-1,1,17,-1,-1,-1,defacment
44,-1,1,9,-1,-1,-1,defacment
87,-1,1,17,-1,-1,-1,defacment
31,-1,1,6,-1,-1,-1,defacment
53,-1,1,9,-1,-1,-1,defacment
124,-1,1,21,-1,-1,-1,defacment
136,-1,1,24,-1,-1,-1,defacment
49,-1,1,13,-1,-1,-1,defacment
145,-1,1,26,-1,-1,-1,defacment
42,-1,1,7,-1,-1,-1,defacment
85,,1,16,-1,Apache,-1,defacment
39,-1,1,8,-1,-1,-1,defacment
74,1415,1,11,-1,nginx,-1,defacment
84,-1,1,14,-1,-1,-1,defacment
195,-1,1,11,-1,-1,-1,defacment
49,-1,1,10,-1,-1,-1,defacment
109,-1,1,15,-1,-1,-1,defacment
58,-1,1,12,-1,-1,-1,defacment
56,,1,8,-1,Apache,-1,defacment
98,,1,17,-1,nginx,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
49,-1,1,8,-1,-1,-1,defacment
62,-1,1,9,-1,-1,-1,defacment
112,-1,1,13,-1,-1,-1,defacment
101,-1,1,16,-1,-1,-1,defacment
67,-1,1,11,-1,-1,-1,defacment
77,-1,1,10,-1,-1,-1,defacment
93,-1,1,16,-1,-1,-1,defacment
98,-1,1,16,-1,-1,-1,defacment
107,-1,1,20,-1,-1,-1,defacment
86,,1,17,-1,nginx,-1,defacment
87,-1,1,17,-1,-1,-1,defacment
99,-1,1,18,-1,-1,-1,defacment
116,-1,1,21,-1,-1,-1,defacment
135,20889,1,26,-1,Apache,-1,defacment
159,-1,1,30,-1,-1,-1,defacment
121,-1,1,21,-1,-1,-1,defacment
25,-1,1,6,-1,-1,-1,defacment
75,-1,1,14,-1,-1,-1,defacment
153,-1,1,15,-1,-1,-1,defacment
112,-1,1,22,-1,-1,-1,defacment
153,-1,1,28,-1,-1,-1,defacment
75,-1,1,13,-1,-1,-1,defacment
24,-1,1,7,-1,-1,-1,defacment
37,-1,1,8,-1,-1,-1,defacment
63,-1,1,14,-1,-1,-1,defacment
79,-1,1,17,-1,-1,-1,defacment
100,-1,1,19,-1,-1,-1,defacment
209,-1,1,31,-1,-1,-1,defacment
108,-1,1,14,-1,-1,-1,defacment
68,-1,1,13,-1,-1,-1,defacment
138,-1,1,25,-1,-1,-1,defacment
70,-1,1,13,-1,-1,-1,defacment
94,-1,1,18,-1,-1,-1,defacment
96,-1,1,19,-1,-1,-1,defacment
97,-1,1,14,-1,-1,-1,defacment
67,1077,1,12,-1,,-1,defacment
130,-1,1,13,-1,-1,-1,defacment
77,42,1,12,-1,Apache,-1,defacment
115,-1,1,20,-1,-1,-1,defacment
235,-1,1,17,-1,-1,-1,defacment
124,-1,1,19,-1,-1,-1,defacment
126,-1,1,14,-1,-1,-1,defacment
120,-1,1,25,-1,-1,-1,defacment
49,,1,7,-1,Apache,-1,defacment
82,,1,16,-1,Apache/2.2.4 (Win32) PHP/5.2.3,-1,defacment
44,-1,1,9,-1,-1,-1,defacment
62,1273,1,13,-1,,-1,defacment
80,140913,1,17,-1,Microsoft-IIS/10.0,-1,defacment
88,-1,1,13,-1,-1,-1,defacment
276,,1,13,-1,Apache,-1,defacment
35,-1,1,7,-1,-1,-1,defacment
117,-1,1,23,-1,-1,-1,defacment
46,-1,1,8,-1,-1,-1,defacment
37,-1,1,6,-1,-1,-1,defacment
37,-1,1,7,-1,-1,-1,defacment
128,-1,1,23,-1,-1,-1,defacment
80,-1,1,17,-1,-1,-1,defacment
37,-1,1,7,-1,-1,-1,defacment
102,-1,1,18,-1,-1,-1,defacment
251,-1,1,15,-1,-1,-1,defacment
87,3916,1,16,-1,,-1,defacment
40,-1,1,6,-1,-1,-1,defacment
59,-1,1,12,-1,-1,-1,defacment
173,-1,1,30,-1,-1,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
133,,1,23,-1,Apache,-1,defacment
52,-1,1,8,-1,-1,-1,defacment
100,-1,1,18,-1,-1,-1,defacment
87,-1,1,17,-1,-1,-1,defacment
33,-1,1,5,-1,-1,-1,defacment
73,-1,1,13,-1,-1,-1,defacment
81,145045,1,16,-1,waitress,-1,defacment
124,-1,1,22,-1,-1,-1,defacment
58,-1,1,10,-1,-1,-1,defacment
24,-1,1,6,-1,-1,-1,defacment
54,-1,1,9,-1,-1,-1,defacment
45,,1,9,-1,Apache/2,-1,defacment
96,-1,1,17,-1,-1,-1,defacment
94,-1,1,17,-1,-1,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
113,-1,1,19,-1,-1,-1,defacment
109,-1,1,15,-1,-1,-1,defacment
77,-1,1,14,-1,-1,-1,defacment
64,,1,8,-1,nginx/1.24.0,-1,defacment
251,-1,1,18,-1,-1,-1,defacment
77,-1,1,16,-1,-1,-1,defacment
110,,1,20,-1,Apache,-1,defacment
54,-1,1,9,-1,-1,-1,defacment
50,-1,1,10,-1,-1,-1,defacment
102,,1,23,-1,nginx/1.20.2,-1,defacment
43,46180,1,9,-1,nginx/1.18.0,-1,defacment
43,-1,1,9,-1,-1,-1,defacment
57,-1,1,9,-1,-1,-1,defacment
68,-1,1,10,-1,-1,-1,defacment
125,-1,1,24,-1,-1,-1,defacment
35,-1,1,8,-1,-1,-1,defacment
83,-1,1,13,-1,-1,-1,defacment
105,,1,21,-1,Apache,-1,defacment
91,-1,1,16,-1,-1,-1,defacment
100,-1,1,17,-1,-1,-1,defacment
141,-1,1,25,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
87,1611,1,15,-1,nginx,-1,defacment
63,-1,1,12,-1,-1,-1,defacment
46,-1,1,8,-1,-1,-1,defacment
72,-1,1,15,-1,-1,-1,defacment
88,-1,1,12,-1,-1,-1,defacment
116,1341,1,21,-1,Apache/2.2.22 (Debian),-1,defacment
139,-1,1,28,-1,-1,-1,defacment
93,-1,1,18,-1,-1,-1,defacment
73,-1,1,13,-1,-1,-1,defacment
50,-1,1,10,-1,-1,-1,defacment
128,-1,1,21,-1,-1,-1,defacment
90,-1,1,17,-1,-1,-1,defacment
85,-1,1,16,-1,-1,-1,defacment
50,-1,1,9,-1,-1,-1,defacment
63,-1,1,10,-1,-1,-1,defacment
104,-1,1,18,-1,-1,-1,defacment
66,-1,1,11,-1,-1,-1,defacment
142,-1,1,25,-1,-1,-1,defacment
146,-1,1,26,-1,-1,-1,defacment
84,,1,16,-1,LiteSpeed,-1,defacment
231,-1,1,13,-1,-1,-1,defacment
63,-1,1,10,-1,-1,-1,defacment
177,-1,1,21,-1,-1,-1,defacment
104,-1,1,20,-1,-1,-1,defacment
64,-1,1,12,-1,-1,-1,defacment
114,-1,1,14,-1,-1,-1,defacment
67,,1,14,-1,Apache,-1,defacment
118,-1,1,18,-1,-1,-1,defacment
41,-1,1,6,-1,-1,-1,defacment
89,,1,16,-1,gogogadgeto-server,-1,defacment
69,-1,1,14,-1,-1,-1,defacment
138,-1,1,27,-1,-1,-1,defacment
41,-1,1,9,-1,-1,-1,defacment
103,-1,1,19,-1,-1,-1,defacment
39,-1,1,7,-1,-1,-1,defacment
132,-1,1,23,-1,-1,-1,defacment
73,-1,1,12,-1,-1,-1,defacment
102,,1,20,-1,,-1,defacment
97,35677,1,17,-1,,-1,defacment
99,-1,1,10,-1,-1,-1,defacment
92,-1,1,19,-1,-1,-1,defacment
84,-1,1,15,-1,-1,-1,defacment
77,-1,1,15,-1,-1,-1,defacment
86,-1,1,15,-1,-1,-1,defacment
47,,1,7,-1,Apache,-1,defacment
122,-1,1,23,-1,-1,-1,defacment
108,-1,1,20,-1,-1,-1,defacment
85,,1,19,-1,LiteSpeed,-1,defacment
44,-1,1,7,-1,-1,-1,defacment
59,-1,1,10,-1,-1,-1,defacment
70,-1,1,9,-1,-1,-1,defacment
39,-1,1,9,-1,-1,-1,defacment
79,42,1,12,-1,Apache,-1,defacment
62,-1,1,9,-1,-1,-1,defacment
45,-1,1,10,-1,-1,-1,defacment
246,-1,1,15,-1,-1,-1,defacment
132,-1,1,21,-1,-1,-1,defacment
46,-1,1,9,-1,-1,-1,defacment
98,8,1,17,-1,gunicorn/0.17.2,-1,defacment
38,-1,1,7,-1,-1,-1,defacment
273,,1,15,-1,nginx,-1,defacment
48,-1,1,9,-1,-1,-1,defacment
71,-1,1,11,-1,-1,-1,defacment
115,,1,21,-1,Apache,-1,defacment
52,-1,1,10,-1,-1,-1,defacment
92,-1,1,16,-1,-1,-1,defacment
85,-1,1,17,-1,-1,-1,defacment
72,-1,1,12,-1,-1,-1,defacment
166,-1,1,28,-1,-1,-1,defacment
46,-1,1,10,-1,-1,-1,defacment
79,18426,1,17,-1,Apache,-1,defacment
32,,1,6,-1,Apache,-1,defacment
203,-1,1,38,-1,-1,-1,defacment
38,-1,1,8,-1,-1,-1,defacment
67,-1,1,14,-1,-1,-1,defacment
36,-1,1,7,-1,-1,-1,defacment
123,-1,1,29,-1,-1,-1,defacment
29,-1,1,8,-1,-1,-1,defacment
131,-1,1,25,-1,-1,-1,defacment
93,-1,1,18,-1,-1,-1,defacment
65,-1,1,11,-1,-1,-1,defacment
39,-1,1,9,-1,-1,-1,defacment
73,-1,1,15,-1,-1,-1,defacment
252,-1,1,18,-1,-1,-1,defacment
33,48502,1,6,-1,Apache,-1,defacment
109,,1,22,-1,aruba-proxy,-1,defacment
180,,1,31,-1,nginx,-1,defacment
67,-1,1,12,-1,-1,-1,defacment
89,,1,17,-1,Apache,-1,defacment
32,-1,1,8,-1,-1,-1,defacment
111,,1,22,-1,nginx,-1,defacment
67,-1,1,13,-1,-1,-1,defacment
88,-1,1,16,-1,-1,-1,defacment
98,-1,1,18,-1,-1,-1,defacment
84,-1,1,18,-1,-1,-1,defacment
53,,1,10,-1,Apache,-1,defacment
64,,1,11,-1,nginx/1.14.0 (Ubuntu),-1,defacment
94,,1,16,-1,nginx,-1,defacment
61,-1,1,9,-1,-1,-1,defacment
103,-1,1,18,-1,-1,-1,defacment
76,-1,1,11,-1,-1,-1,defacment
63,-1,1,10,-1,-1,-1,defacment
75,-1,1,12,-1,-1,-1,defacment
67,-1,1,9,-1,-1,-1,defacment
71,-1,1,15,-1,-1,-1,defacment
84,-1,1,17,-1,-1,-1,defacment
84,-1,1,14,-1,-1,-1,defacment
51,17692,1,10,-1,nginx,-1,defacment
42,-1,1,8,-1,-1,-1,defacment
222,,1,15,-1,Apache,-1,defacment
77,-1,1,15,-1,-1,-1,defacment
76,-1,1,20,-1,-1,-1,defacment
57,19258,1,12,-1,Microsoft-IIS/6.0,-1,defacment
99,-1,1,15,-1,-1,-1,defacment
57,-1,1,8,-1,-1,-1,defacment
86,-1,1,15,-1,-1,-1,defacment
47,-1,1,8,-1,-1,-1,defacment
206,-1,1,32,-1,-1,-1,defacment
86,-1,1,17,-1,-1,-1,defacment
170,-1,1,33,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
36,-1,1,8,-1,-1,-1,defacment
92,-1,1,15,-1,-1,-1,defacment
89,22020,1,16,-1,Apache,-1,defacment
114,-1,1,22,-1,-1,-1,defacment
94,-1,1,19,-1,-1,-1,defacment
69,-1,1,12,-1,-1,-1,defacment
88,,1,16,-1,Apache,-1,defacment
55,-1,1,10,-1,-1,-1,defacment
66,-1,1,9,-1,-1,-1,defacment
53,-1,1,10,-1,-1,-1,defacment
86,-1,1,15,-1,-1,-1,defacment
100,-1,1,17,-1,-1,-1,defacment
69,-1,1,11,-1,-1,-1,defacment
105,-1,1,20,-1,-1,-1,defacment
83,,1,16,-1,nginx,-1,defacment
103,,1,20,-1,,-1,defacment
60,,1,11,-1,Apache,-1,defacment
72,-1,1,12,-1,-1,-1,defacment
47,-1,1,11,-1,-1,-1,defacment
75,-1,1,11,-1,-1,-1,defacment
230,,1,17,-1,Apache,-1,defacment
57,-1,1,9,-1,-1,-1,defacment
110,-1,1,20,-1,-1,-1,defacment
60,-1,1,11,-1,-1,-1,defacment
105,-1,1,18,-1,-1,-1,defacment
146,-1,1,30,-1,-1,-1,defacment
159,-1,1,16,-1,-1,-1,defacment
277,-1,1,14,-1,-1,-1,defacment
45,-1,1,8,-1,-1,-1,defacment
183,-1,1,32,-1,-1,-1,defacment
106,-1,1,18,-1,-1,-1,defacment
114,-1,1,23,-1,-1,-1,defacment
82,-1,1,14,-1,-1,-1,defacment
64,-1,1,13,-1,-1,-1,defacment
57,,1,10,-1,Apache,-1,defacment
57,-1,1,8,-1,-1,-1,defacment
40,-1,1,8,-1,-1,-1,defacment
90,-1,1,14,-1,-1,-1,defacment
86,-1,1,17,-1,-1,-1,defacment
95,-1,1,18,-1,-1,-1,defacment
138,-1,1,30,-1,-1,-1,defacment
46,-1,1,10,-1,-1,-1,defacment
94,,1,16,-1,nginx,-1,defacment
106,-1,1,20,-1,-1,-1,defacment
66,-1,1,12,-1,-1,-1,defacment
70,-1,1,15,-1,-1,-1,defacment
45,-1,1,9,-1,-1,-1,defacment
67,-1,1,14,-1,-1,-1,defacment
54,-1,1,10,-1,-1,-1,defacment
101,-1,1,17,-1,-1,-1,defacment
117,-1,1,14,-1,-1,-1,defacment
84,-1,1,18,-1,-1,-1,defacment
124,-1,1,14,-1,-1,-1,defacment
125,-1,1,19,-1,-1,-1,defacment
75,-1,1,17,-1,-1,-1,defacment
43,-1,1,9,-1,-1,-1,defacment
48,-1,1,9,-1,-1,-1,defacment
163,-1,1,29,-1,-1,-1,defacment
117,,1,16,-1,Apache,-1,defacment
47,-1,1,7,-1,-1,-1,defacment
86,,1,16,-1,nginx,-1,defacment
52,-1,1,8,-1,-1,-1,defacment
77,-1,1,11,-1,-1,-1,defacment
40,-1,1,8,-1,-1,-1,defacment
84,-1,1,16,-1,-1,-1,defacment
174,-1,1,24,-1,-1,-1,defacment
89,,1,17,-1,Apache,-1,defacment
99,-1,1,19,-1,-1,-1,defacment
106,-1,1,17,-1,-1,-1,defacment
43,-1,1,10,-1,-1,-1,defacment
125,-1,1,14,-1,-1,-1,defacment
149,-1,1,25,-1,-1,-1,defacment
56,-1,1,13,-1,-1,-1,defacment
111,,1,23,-1,Apache,-1,defacment
80,,1,15,-1,nginx,-1,defacment
204,-1,1,12,-1,-1,-1,defacment
44,-1,1,8,-1,-1,-1,defacment
41,-1,1,9,-1,-1,-1,defacment
42,-1,1,9,-1,-1,-1,defacment
92,-1,1,19,-1,-1,-1,defacment
211,-1,1,24,-1,-1,-1,defacment
42,-1,1,7,-1,-1,-1,defacment
46,-1,1,10,-1,-1,-1,defacment
78,,1,15,-1,openresty,-1,defacment
98,-1,1,19,-1,-1,-1,defacment
131,-1,1,25,-1,-1,-1,defacment
225,-1,1,16,-1,-1,-1,defacment
42,-1,1,7,-1,-1,-1,defacment
84,-1,1,16,-1,-1,-1,defacment
84,-1,1,18,-1,-1,-1,defacment
165,-1,1,23,-1,-1,-1,defacment
164,-1,1,11,-1,-1,-1,defacment
120,-1,1,21,-1,-1,-1,defacment
128,-1,1,23,-1,-1,-1,defacment
163,-1,1,29,-1,-1,-1,defacment
150,-1,1,23,-1,-1,-1,defacment
61,-1,1,9,-1,-1,-1,defacment
94,-1,1,17,-1,-1,-1,defacment
31,-1,1,7,-1,-1,-1,defacment
41,,1,8,-1,nginx,-1,defacment
43,-1,1,9,-1,-1,-1,defacment
75,-1,1,13,-1,-1,-1,defacment
147,-1,1,29,-1,-1,-1,defacment
57,-1,1,11,-1,-1,-1,defacment
35,-1,1,7,-1,-1,-1,defacment
96,-1,1,13,-1,-1,-1,defacment
128,-1,1,21,-1,-1,-1,defacment
76,-1,1,14,-1,-1,-1,defacment
68,-1,1,14,-1,-1,-1,defacment
146,-1,1,26,-1,-1,-1,defacment
119,-1,1,22,-1,-1,-1,defacment
97,-1,1,17,-1,-1,-1,defacment
49,-1,1,10,-1,-1,-1,defacment
110,-1,1,20,-1,-1,-1,defacment
67,-1,1,16,-1,-1,-1,defacment
85,-1,1,16,-1,-1,-1,defacment
82,-1,1,16,-1,-1,-1,defacment
140,-1,1,27,-1,-1,-1,defacment
85,-1,1,17,-1,-1,-1,defacment
237,-1,1,14,-1,-1,-1,defacment
70,-1,1,13,-1,-1,-1,defacment
85,-1,1,17,-1,-1,-1,defacment
65,-1,1,10,-1,-1,-1,defacment
64,,1,12,-1,,-1,defacment
117,-1,1,21,-1,-1,-1,defacment
96,-1,1,18,-1,-1,-1,defacment
96,,1,18,-1,Apache,-1,defacment
58,-1,1,9,-1,-1,-1,defacment
81,-1,1,12,-1,-1,-1,defacment
47,-1,1,9,-1,-1,-1,defacment
60,-1,1,15,-1,-1,-1,defacment
92,-1,1,17,-1,-1,-1,defacment
130,-1,1,24,-1,-1,-1,defacment
117,-1,1,14,-1,-1,-1,defacment
57,-1,1,11,-1,-1,-1,defacment
115,-1,1,20,-1,-1,-1,defacment
114,-1,1,22,-1,-1,-1,defacment
41,-1,1,8,-1,-1,-1,defacment
83,-1,1,15,-1,-1,-1,defacment
80,-1,1,16,-1,-1,-1,defacment
75,-1,1,13,-1,-1,-1,defacment
100,-1,1,19,-1,-1,-1,defacment
37,-1,1,8,-1,-1,-1,defacment
110,-1,1,20,-1,-1,-1,defacment
64,-1,1,10,-1,-1,-1,defacment
47,-1,1,10,-1,-1,-1,defacment
22,-1,1,6,-1,-1,-1,defacment
80,,1,16,-1,Squarespace,-1,defacment
121,-1,1,25,-1,-1,-1,defacment
126,-1,1,20,-1,-1,-1,defacment
146,-1,1,27,-1,-1,-1,defacment
56,,1,12,-1,nginx,-1,defacment
55,-1,1,12,-1,-1,-1,defacment
79,-1,1,13,-1,-1,-1,defacment
52,-1,1,10,-1,-1,-1,defacment
102,3916,1,19,-1,,-1,defacment
51,-1,1,10,-1,-1,-1,defacment
141,-1,1,26,-1,-1,-1,defacment
46,-1,1,8,-1,-1,-1,defacment
84,-1,1,17,-1,-1,-1,defacment
95,-1,1,17,-1,-1,-1,defacment
94,-1,1,16,-1,-1,-1,defacment
63,-1,1,9,-1,-1,-1,defacment
42,-1,1,9,-1,-1,-1,defacment
32,-1,1,8,-1,-1,-1,defacment
76,-1,1,13,-1,-1,-1,defacment
170,-1,1,30,-1,-1,-1,defacment
103,-1,1,23,-1,-1,-1,defacment
127,1365,1,22,-1,,-1,defacment
76,-1,1,16,-1,-1,-1,defacment
104,-1,1,20,-1,-1,-1,defacment
86,-1,1,14,-1,-1,-1,defacment
155,-1,1,28,-1,-1,-1,defacment
36,-1,1,8,-1,-1,-1,defacment
92,-1,1,13,-1,-1,-1,defacment
89,-1,1,18,-1,-1,-1,defacment
78,-1,1,12,-1,-1,-1,defacment
72,15991,1,11,-1,nginx/1.24.0,-1,defacment
108,-1,1,19,-1,-1,-1,defacment
86,-1,1,16,-1,-1,-1,defacment
86,-1,1,15,-1,-1,-1,defacment
50,-1,1,9,-1,-1,-1,defacment
58,-1,1,11,-1,-1,-1,defacment
39,-1,1,8,-1,-1,-1,defacment
59,-1,1,9,-1,-1,-1,defacment
